Category,Keyword,Tweet_Website,Author_Name,Author_Web_Page_URL,UTC_Time,Tweet_Content,Tweet_Image_URL,Tweet_AD,Tweet_Number_of_Reviews,Tweet_Number_of_Retweets,Tweet_Number_of_Likes,Tweet_Number_of_Looks
Post&amp;Comment,Pro Palestine,https://twitter.com/JamesPGoddard90/status/1721781109380550714,James GoddardReload,https://twitter.com/JamesPGoddard90,2023-11-07T06:46:20.000Z,OAP POPPY SELLING VETERAN PUNCHED BY PRO-PALESTINE PROTESTERS IN EDINBURGHThis is the country your politicians have created!#BrokenBritain,,False,39,234,540,15K
Post&amp;Comment,Pro Palestine,https://twitter.com/g_gosden/status/1721886459823562879,Simon Gosden. Esq. #fbpe 3.5% ReloadGood Morning Britain,https://twitter.com/g_gosden,2023-11-07T13:44:57.000Z,"'She's trying to demonise everybody on the march.' Suella Braverman has doubled down on her comments that a pro-Palestine protest this weekend would be a 'hate march', calling it 'thuggish intimidation''.",,False,53,117,256,11K
Post&amp;Comment,Pro Palestine,https://twitter.com/LondongirlSJ/status/1721969415955124486,Lady Londongirl  ,https://twitter.com/LondongirlSJ,2023-11-07T19:14:36.000Z,"See, the scum MSM are already spinning the narrative against us.We're labelled as 'Far right HOOLIGANS' while the actual abusive hooligans are labelled as 'Pro-Palestine PROTESTERS'…",,False,34,100,450,12K
Post&amp;Comment,Pro Palestine,https://twitter.com/libsoftiktok/status/1720962817363235195,Libs of TikTokReloadDaily Caller,https://twitter.com/libsoftiktok,2023-11-05T00:34:44.000Z,"Pro-Palestine insurrectionists scale the White House fence waiving the Palestinian Flag. I’m sure they will be hunted down, thrown in gulags, and given 17-22 year sentences.",,False,1.9K,10K,38K,1.6M
Post&amp;Comment,Pro Palestine,https://twitter.com/DrLoupis/status/1721377880620388768,Dr. Anastasia Maria Loupis,https://twitter.com/DrLoupis,2023-11-06T04:04:03.000Z,"Pro-Palestine rally, Washington D.C, U.S.A, 4th of November.Joe Biden RESIGN!!",https://pbs.twimg.com/media/F-OQDdrW4AATCSm?format=jpg&name=small,False,549,3.7K,10K,173K
Post&amp;Comment,Pro Palestine,https://twitter.com/Kc_Casey1/status/1720939638804689345,Constitutionalist  Reload,https://twitter.com/Kc_Casey1,2023-11-04T23:02:38.000Z,Massive Pro-Palestine protest takes over Washington DC,,False,293,158,184,24K
Post&amp;Comment,Pro Palestine,https://twitter.com/bennyjohnson/status/1720978323243684281,Benny JohnsonReload,https://twitter.com/bennyjohnson,2023-11-05T01:36:21.000Z,BREAKING: Pro-Palestine protesters are vandalizing the statues in Lafayette Park outside of the White House,,False,2.7K,5.1K,9.8K,2.3M
Post&amp;Comment,Pro Palestine,https://twitter.com/g_gosden/status/1721971306013315214,Simon Gosden. Esq. #fbpe 3.5% ReloadPolitics Hub with Sophy Ridge,https://twitter.com/g_gosden,2023-11-07T19:22:06.000Z,"Baroness Warsi says the Home Secretary has made pro-Palestine protests a live political issue because she is 'dangerous and divisive', adding she knows 'full well' the route of the march, 'well away' from Remembrance Day events.",,False,4,77,143,3.7K
Post&amp;Comment,Pro Palestine,https://twitter.com/faizal_mammar/status/1721502072778965237,Faizal MammarReload,https://twitter.com/faizal_mammar,2023-11-06T12:17:32.000Z,Jewish Americans join a massive pro-Palestine protest in US capital #FreePalestineNow,,False,9,65,105,7.8K
Post&amp;Comment,Pro Palestine,https://twitter.com/bennyjohnson/status/1720969507722731994,Benny JohnsonReloadIsrael War Room,https://twitter.com/bennyjohnson,2023-11-05T01:01:19.000Z,Pro-Palestine protesters chant “Allahu Akbar” outside of The White House,,False,1.9K,2.1K,3.8K,697K
Post&amp;Comment,Pro Palestine,https://twitter.com/DreCourtSilver/status/1721504872975986755,dré the rapper  free palestine Jitender ChaudharyReload,https://twitter.com/DreCourtSilver,2023-11-06T12:28:40.000Z,"this was literally in south africa & yes, we will moer you if you have an israeli flag at a Pro-Palestine march",,False,1,83,212,8.1K
Post&amp;Comment,Pro Palestine,https://twitter.com/BackThebluecool/status/1721668492607283567,BackTheblueCoolReload,https://twitter.com/BackThebluecool,2023-11-06T23:18:50.000Z,Pro-Palestine Turkish protesters being dispersed for storming a US Military Base. The facility is used by the US Air Force as a storage base for bombs. This is what we need to do all overEspecially in our home land.Islam is so peaceful huh. Remember the word Hamas in…,,False,15,15,45,8.9K
Post&amp;Comment,Pro Palestine,https://twitter.com/ExploringAlway/status/1721145803291410588,Outspoken. Reload,https://twitter.com/ExploringAlway,2023-11-05T12:41:51.000Z,"London, UK  Hatred personified by Pro-Palestine Hamas terrorists activists.Source: TRN",,False,6,12,18,2.2K
Post&amp;Comment,Pro Palestine,https://twitter.com/stellarkive/status/1721874644746039369,CH☆RY⁷,https://twitter.com/stellarkive,2023-11-07T12:58:00.000Z,now how you gonna be pro palestine then remove a palestine woman from your brand and replace her with a israeli…how that make sense Dior,https://pbs.twimg.com/media/F-VT3OUWAAEf5UI?format=jpg&name=small,False,10,121,546,13K
Post&amp;Comment,Pro Palestine,https://twitter.com/answercoalition/status/1721606966491980150,ANSWER CoalitionReload,https://twitter.com/answercoalition,2023-11-06T19:14:21.000Z,"WE’RE GONNA BLOCK, BLOCK THE BOAT! DOWN WITH THE GENOCIDE BOAT!HAPPENING NOW: Pro-Palestine activists in Tacoma block a boat carrying weapons for the Israeli military, to used in its genocide against the Palestinian people.",,False,46,1.1K,2.7K,212K
Post&amp;Comment,Pro Palestine,https://twitter.com/WatchChad/status/1721201558740771138,Chad PratherReloadProudArmyBrat,https://twitter.com/WatchChad,2023-11-05T16:23:24.000Z,"The White House was attacked last night.Pro-Palestine supporters spray-painted the gates red, threw objects at Secret Service and tried to force open the gates.Looks like an insurrection to me!",,False,689,2.2K,6.8K,150K
Post&amp;Comment,Pro Palestine,https://twitter.com/jacksonhinklle/status/1720920615421444388,Jackson Hinkle ,https://twitter.com/jacksonhinklle,2023-11-04T21:47:02.000Z,"ZIONISTS are SMEARING ME so let me be VERY CLEAR — I am: An American PATRIOT GOD fearing Pro-FAMILY Marxist Leninist Pro-PALESTINE, RUSSIA & CHINA Anti-DEEP STATE Anti-IMPERIALIST Anti-WOKE Pro-GROWTH Anti-MONOPOLY Pro-GUN Pro-FOSSIL FUEL",https://pbs.twimg.com/media/F-HwLaZXIAAQKt6?format=jpg&name=small,False,5.8K,4.1K,30K,2.2M
Post&amp;Comment,Pro Palestine,https://twitter.com/timand2037/status/1720266472318980368,tim andersonReload,https://twitter.com/timand2037,2023-11-03T02:27:42.000Z,"Pro-Palestine rally in #Yarmouk, south Damascus, Syria.",,False,2,128,331,6.1K
Post&amp;Comment,Pro Palestine,https://twitter.com/MarioNawfal/status/1721730562887430617,Mario NawfalReload,https://twitter.com/MarioNawfal,2023-11-07T03:25:29.000Z,JUST IN: Elderly Jewish Man Dies at Pro-Palestine Rally in CaliforniaFire officials said authorities first received a call of a 'fight in progress' with an elderly man 'down.'The Jewish Federation of Greater Los Angeles claimed the victim was allegedly 'struck in the head…,,False,1K,465,1.8K,1.4M
Post&amp;Comment,Pro Palestine,https://twitter.com/FrihetForNorge/status/1721167458155864402,Freedom for Norway    ,https://twitter.com/FrihetForNorge,2023-11-05T14:07:54.000Z,"THE HATRED OF JEWS AND ISRAEL CONTINUES IN NORWAY. Oslo police are considering whether to investigate the flag that hung from the top of a silo in Oslo, writes tax-funded @NRKno, who is known for their antisemitic and pro-Palestine stance. Imagine if this was a mockery of…",https://pbs.twimg.com/media/F-LMizAX0AAowbq?format=jpg&name=small,False,20,46,88,8.3K
Post&amp;Comment,Pro Palestine,https://twitter.com/PTBCanadian/status/1722040902531563780,Proud to be CanadianReload,https://twitter.com/PTBCanadian,2023-11-07T23:58:39.000Z,Radical Islamic cleric Adil Charkaoui called for the murder of Jews in front of large crowds in MontrealThis speech was given in late October during a pro-Palestine demonstration.It's shocking that so many people living in our country support such Jew-hating rhetoric.Public…,,False,6,4,7,1K
Post&amp;Comment,Pro Palestine,https://twitter.com/bennyjohnson/status/1720954267136081950,Benny JohnsonReloadGriff Jenkins,https://twitter.com/bennyjohnson,2023-11-05T00:00:45.000Z,Pro-Palestine protesters chant “Intifada” outside of the White House,,False,1.6K,1.4K,2.3K,257K
Post&amp;Comment,Pro Palestine,https://twitter.com/Delhiite_/status/1720907235864518760,زماںReload,https://twitter.com/Delhiite_,2023-11-04T20:53:52.000Z,"Pro-Palestine rally, Rome, Italy.",,False,2,115,273,6.7K
Post&amp;Comment,Pro Palestine,https://twitter.com/Nigel_Farage/status/1720435033796727030,Nigel FarageRishi Sunak,https://twitter.com/Nigel_Farage,2023-11-03T13:37:30.000Z,Our Prime Minister should simply say that we will block the pro-Palestine rally from taking place on Armistice Day. But he won't because he is gutless.,https://pbs.twimg.com/media/F-At4CCXgAAPZ5z?format=jpg&name=small,False,2.2K,4.7K,21K,1.3M
Post&amp;Comment,Pro Palestine,https://twitter.com/varbiemimi/status/1721569530261250198,فلسطينDJ SNAKE,https://twitter.com/varbiemimi,2023-11-06T16:45:35.000Z,FINALLY a pro-palestine artist on golden crew! i hope jk remains surrounded with people like you,https://pbs.twimg.com/media/F-QX9iCXgAAe51h?format=jpg&name=small,False,2,363,2.5K,62K
Post&amp;Comment,Pro Palestine,https://twitter.com/AlbertSam786067/status/1720864067085349320,𝓐𝓵𝓫𝓮𝓻𝓽 𝓢𝓪𝓶Reload,https://twitter.com/AlbertSam786067,2023-11-04T18:02:20.000Z,"Pro-Palestine activists attack McDonald's with miceThere have already been three attacks on McDonald's restaurants at different locations in Birmingham, UK, to protest the fast-food chain's alleged support for Israel.",,False,1,5,10,1.6K
Post&amp;Comment,Pro Palestine,https://twitter.com/dvkerose/status/1720110828668481784,duke /அனிருத்TiffanyYellowDiamond,https://twitter.com/dvkerose,2023-11-02T16:09:14.000Z,did y’all just like forget that guz khan all but explicitly said that he was fired for being pro-Palestine.,https://pbs.twimg.com/media/F97frLeXEAEQSY3?format=jpg&name=small,False,9,282,1.6K,74K
Post&amp;Comment,Pro Palestine,https://twitter.com/HumanDilemma_/status/1721585345899221438,HumanDilemmaReloadHannah Krieg,https://twitter.com/HumanDilemma_,2023-11-06T17:48:26.000Z,"#BREAKING BLM, Antifa and pro-Palestine supporters are blocking a #US military ship from loading weapons and supplies being sent to #Israel #Tacoma | #Washington Follow and keep updated.",,False,25,38,44,5.5K
Post&amp;Comment,Pro Palestine,https://twitter.com/ShaykhSulaiman/status/1720818876580020301,Sulaiman AhmedReloadArnaud César Vilette,https://twitter.com/ShaykhSulaiman,2023-11-04T15:02:46.000Z,BREAKING: MASSIVE PRO-PALESTINE PROTESTS IN PARIS DESPITE FRANCE BANThousands chanting:“Israel assassin! Macron accomplice!”They want a police state but the hearts of the people are with Palestine,,False,131,1.4K,2.6K,84K
Post&amp;Comment,Pro Palestine,https://twitter.com/akillis21/status/1720739639110111645,ANDREW FORSBERG Reload,https://twitter.com/akillis21,2023-11-04T09:47:54.000Z,"𝐇𝐔𝐌𝐀𝐍𝐈𝐓𝐘: Pro-Palestine protesters call for ceasefire during a candlelight vigil in Dublin,Ireland,in a show of support for Gaza against Israeli aggression ⁦#GazaGenocide⁩ ⁦#earthquake⁩ ⁦#Israel⁩ ⁦#Genocide_in_Gaza⁩ ⁦#Gaza_Genocide",,False,31,111,225,38K
Post&amp;Comment,Pro Palestine,https://twitter.com/sirjamesa12/status/1721801230022783351,✪𝓙𝓪𝓶𝓮𝓼 𝓢𝓪𝓲𝓷𝓽-𝓕𝓻𝓪𝓷𝓬✪JCRC of New YorkReload,https://twitter.com/sirjamesa12,2023-11-07T08:06:17.000Z,Crowds of pro-Palestine demonstrations: Crowds of pro-Israel demonstrations:,,False,4,75,340,11K
Post&amp;Comment,Pro Palestine,https://twitter.com/CptnOfTheIowa/status/1721822660295016685,Red Set LooseAlberto,https://twitter.com/CptnOfTheIowa,2023-11-07T09:31:26.000Z,I'm already pro-palestine you don't have to sell it to me,https://pbs.twimg.com/media/F-SKHr3WgAAGJyW?format=jpg&name=small,False,5,20,202,3K
Post&amp;Comment,Pro Palestine,https://twitter.com/OnlinePalEng/status/1720344165500813639,PALESTINE ONLINE Reload,https://twitter.com/OnlinePalEng,2023-11-03T07:36:26.000Z,Pro-Palestine protestors sit in at Birmingham New Street station demanding a ceasefire on #Gaza and an end to Israel's genocide campaign.,,False,49,658,1.3K,24K
Post&amp;Comment,Pro Palestine,https://twitter.com/JTOWNACTION/status/1722026332866113547,J-Town Action と SolidarityJ-Town Action と Solidarity,https://twitter.com/JTOWNACTION,2023-11-07T23:00:46.000Z,"Zionists are constantly making false accusations of pro-Palestine activists “inciting & threatening violence.”Meanwhile, the Zionist owner of @cavs is in our DMs making actual threats of gun violence!@musoftolerance MUST cancel this IOF propaganda event for EVERYONE’S safety.",https://pbs.twimg.com/media/F-Xd0b9boAAfGMz?format=jpg&name=small;https://pbs.twimg.com/media/F-Xd0b5bgAADrIE?format=jpg&name=360x360,False,66,1.3K,2.5K,726K
Post&amp;Comment,Pro Palestine,https://twitter.com/abtspopper/status/1721139480051003610,arb (ꪜ) Reload,https://twitter.com/abtspopper,2023-11-05T12:16:43.000Z,"The albanian police is blocking the way for the pro-Palestine protesters in Tirana, Albania",,False,21,36,67,25K
Post&amp;Comment,Pro Palestine,https://twitter.com/ShaykhSulaiman/status/1720848446976909353,Sulaiman AhmedReloadRadioGenoa,https://twitter.com/ShaykhSulaiman,2023-11-04T17:00:16.000Z,PRO-PALESTINE MARCH IN BERLIN GERMANYThe people are with Palestine,,False,45,491,1.1K,19K
Post&amp;Comment,Pro Palestine,https://twitter.com/LittleBoats2020/status/1721988949269168151,LittleBoats NIEn,https://twitter.com/LittleBoats2020,2023-11-07T20:32:13.000Z,"This treacherous headline taring concerned ex forces & ordinary Britons as Far Right is a disgraceThe @dailymail is a Woke puppet of the left & toxic Islam ""Ministers hold emergency COBRA meeting ahead of Remembrance Sunday amid fears pro-Palestine march will clash with…",,False,47,305,872,21K
Post&amp;Comment,Pro Palestine,https://twitter.com/EmissaryOfNight/status/1721224819952193685,Emissary of Night ,https://twitter.com/EmissaryOfNight,2023-11-05T17:55:50.000Z,"I do not despair, for I have millions of friends.My latest for Jacobin.",https://pbs.twimg.com/card_img/1721220774856462337/C8yKeaan?format=jpg&name=small,False,13,352,1.1K,129K
Post&amp;Comment,Pro Palestine,https://twitter.com/leaurnaur/status/1720158910869320008,sar  | FREE PALESTINE,https://twitter.com/leaurnaur,2023-11-02T19:20:18.000Z,"somewhere, a white woman just became pro-Palestine https://twitter.com/missfalasteenia/status/1720125926116127129…",,False,5,98,700,14K
Post&amp;Comment,Pro Palestine,https://twitter.com/piipstachio/status/1721507450392887628,Luci  @ DnD brainrot,https://twitter.com/piipstachio,2023-11-06T12:38:54.000Z,"I don't  think you guys understand that Pro-Palestine people don't  want all of Israel to ""d1e"" , we just want them to stop killing innocent people,stop the b0mbings and free palestine .Asking for freedom should not result in genocide.",,False,1,3.3K,7.1K,98K
Post&amp;Comment,Pro Palestine,https://twitter.com/socordeea/status/1719971250527727716,ΕρινύαWyatt Reed,https://twitter.com/socordeea,2023-11-02T06:54:36.000Z,you can be pro-Palestine without justifying russian war crimes idk it’s so hard for some of y’all,https://pbs.twimg.com/media/F91L-h_WoAAEwNB?format=jpg&name=small,False,6,207,1.9K,51K
Post&amp;Comment,Pro Palestine,https://twitter.com/iplidl/status/1721918476887966190,yitzy iplidl,https://twitter.com/iplidl,2023-11-07T15:52:11.000Z,openly lying. i was there & the jewish presence was immediately obvious anywhere you looked. in every direction JEWS AGAINST GENOCIDE on shirts and signs. there is even a large activist group of pro-palestine hasidim i have seen there and at previous actions.,https://pbs.twimg.com/media/F-V7oJvWAAAckCK?format=png&name=small,False,11,446,1.4K,95K
Post&amp;Comment,Pro Palestine,https://twitter.com/robrousseau/status/1721539514806542754,RobDavide Mastracci ,https://twitter.com/robrousseau,2023-11-06T14:46:19.000Z,"If there really was a Nazi at an Ottawa pro-Palestine rally, Justin Trudeau would have invited them into parliament and given them a standing ovation",,False,14,488,3.2K,91K
Post&amp;Comment,Pro Palestine,https://twitter.com/doamuslims/status/1721174161911873565,DOAMReloadReloadReloadReload,https://twitter.com/doamuslims,2023-11-05T14:34:32.000Z,"Hundreds of Turkish protesters attempted to storm the US military Incirlik air base in #Adana, in protest against #America’s support for #Israel against the #Gaza Strip. Turkish police fired tear gas to disperse the pro-Palestine rally. #Turkiye #GazaGenocide #Gaza_Genocide",,False,20,288,384,26K
Post&amp;Comment,Pro Palestine,https://twitter.com/westenthu/status/1720609154379776401,Western Enthusiast,https://twitter.com/westenthu,2023-11-04T01:09:24.000Z,i just love pro palestine women,https://pbs.twimg.com/media/F-DU4LYXEAAh3o_?format=jpg&name=360x360;https://pbs.twimg.com/media/F-DU4toXQAAQ8LO?format=jpg&name=360x360;https://pbs.twimg.com/media/F-DU5NaWYAAMRyi?format=jpg&name=small;https://pbs.twimg.com/media/F-DU5oWWUAAG4Re?format=jpg&name=small,False,227,2.1K,19K,584K
Post&amp;Comment,Pro Palestine,https://twitter.com/therealmrbench/status/1721215636083515691,sonofabenchReloadDocumenting Antisemitism,https://twitter.com/therealmrbench,2023-11-05T17:19:20.000Z,"Is not actual hate speech?Taken in Montreal last weekend at a Pro-Palestine rally“Allah, destroy the arrogant Zionists…Allah, count every one of them, and kill them all, and do not exempt even one of them. Allah, bring upon them a black day.”#Trudeau",,False,16,52,84,3.6K
Post&amp;Comment,Pro Palestine,https://twitter.com/therealmrbench/status/1721802819785920613,sonofabenchReloadIsrael War Room,https://twitter.com/therealmrbench,2023-11-07T08:12:36.000Z,Canada needs to be concerned about the Pro-Palestine movement that is happening.Anti-Israel protesters threaten to bring Hamas resistance (terrorism) to the USATrudeau needs to use more than words to stop this before things get violent #Islam #gaza,,False,21,28,75,5.8K
Post&amp;Comment,Pro Palestine,https://twitter.com/MrAndyNgo/status/1721725075412423167,Andy Ngô ,https://twitter.com/MrAndyNgo,,Breaking: An older Jewish man who was assaulted by a pro-Palestine protester in Los Angeles has died from a brain bleed. It is the first known case of someone in the U.S. being killed at a protest related to the Israel-Hamas war since Oct. 7. https://theyeshivaworld.com/news/israel-news/2237571/tragedy-in-los-angeles-elderly-jewish-man-dies-after-vicious-assault-at-palestinian-protest.html…,https://pbs.twimg.com/media/F-TJT9LWMAAVpbL?format=jpg&name=small,False,537,2.5K,7.6K,391K
Post&amp;Comment,Pro Palestine,https://twitter.com/NMukherjee6/status/1721762600797819305,Naren MukherjeeReloadReload,https://twitter.com/NMukherjee6,2023-11-07T05:32:47.000Z,"US- Pro-Palestine protestors scream Alla-u-Akbar while trying to breach gates of one of the most secured building of world ""The White House""",,False,23,55,132,3.7K
Post&amp;Comment,Pro Palestine,https://twitter.com/KeithRi48760131/status/1720040628942250019,Sir Keith Richards. DA.FT.TW.AT.AstroPeanut ,https://twitter.com/KeithRi48760131,2023-11-02T11:30:17.000Z,"In Britain, the 11th November is the day we remember those who gave their lives, protecting Britain.The pro Palestine protest arranged  to take place at the same time in London, will hopefully awaken those who are asleep and oblivious to the Muslim invasion of the UK.",https://pbs.twimg.com/media/F943MYjWcAAtpoY?format=jpg&name=small,False,4,6,11,865
Post&amp;Comment,Pro Palestine,https://twitter.com/DonaldTNews/status/1720997329929421027,Donald J. Trump  NewsReload,https://twitter.com/DonaldTNews,2023-11-05T02:51:52.000Z,BREAKING: Pro-Palestine Democrat Activists are now destroying the statues in Lafayette Park outside the White House.Vandalizing federal property. Will anyone be arrested?#HamasTerrorrists #Terroristattack Islam #HamasISIS #Genocide_in_Gaza #Hezbollah #Nasrallah,,False,233,343,533,63K
Post&amp;Comment,Pro Palestine,https://twitter.com/BurtForCongress/status/1721923845102215234,Burt ThakurABC7 Eyewitness NewsRate it,https://twitter.com/BurtForCongress,,The truth: A Jewish man waving an Israeli flag was MURDERED brutally by being bludgeoned on the head with a megaphone by a pro-Palestine protestor. The media: Man dies after hitting head. This is why NO ONE trusts the media. Replying the TRUTH is important - framing a…,https://pbs.twimg.com/media/F-V_92aXcAAfOrs?format=jpg&name=small,False,15,134,300,19K
Post&amp;Comment,Pro Palestine,https://twitter.com/itsMeNastenka/status/1722025020187181084,Nastenkaharoon.Reload,https://twitter.com/itsMeNastenka,,"They want you to believe this guy is native to the Middle East.At least, he woke up to reality and is now pro-palestine.",,False,,7,33,881
Post&amp;Comment,Pro Palestine,https://twitter.com/EimikoPosts/status/1721913467706253482,Eimiko.txt (Ducky) ,https://twitter.com/EimikoPosts,2023-11-07T15:32:16.000Z,"this morning my students who are mostly between the age of 16-18 year old made a small pro Palestine demonstration in school as a surprise for me and iv never been more proud, the kids are alright fr",,False,19,634,3.9K,54K
Post&amp;Comment,Pro Palestine,https://twitter.com/the_amanur/status/1722019345738485803,Amanur RahmanReload,https://twitter.com/the_amanur,2023-11-07T22:33:00.000Z,Large number of Jewish Americans in Washington DC join what organizers say could be a biggest pro-Palestine protest in the US since Israel’s attack on besieged Gaza. Are these Jews Anti-Semitic?#GazaHolocaust#Gaza_Genocide#Jabalia_Massacre#FreePalestine,,False,10,80,119,6.1K
Post&amp;Comment,Pro Palestine,https://twitter.com/DaveAtherton20/status/1721901341700960295,David Atherton,https://twitter.com/DaveAtherton20,2023-11-07T14:44:05.000Z,"You're the writer for this headline @eirianJprosser ""Fears that far-Right hooligans will clash with pro-Palestine march"". Why not ""far-right patriots clash with Nazi sympathising Palestinians?""",https://pbs.twimg.com/card_img/1721849289968615424/-7E413qc?format=jpg&name=small,False,310,806,3.2K,56K
Post&amp;Comment,Pro Palestine,https://twitter.com/Alissa4TheUSA/status/1721165910923243867,ᗩℓιѕѕα♡Reload,https://twitter.com/Alissa4TheUSA,2023-11-05T14:01:45.000Z,This is very disheartening #ProPalestine #ProHamas #WhiteHouse #insurrection #AllahuAkbar #Decolonisation  #NationalGuard #America #GeneralLafayette #Vandalism,,False,6,20,19,1.8K
Post&amp;Comment,Pro Palestine,https://twitter.com/ex_excalibur/status/1720110880522682839,Ex Excalibur,https://twitter.com/ex_excalibur,2023-11-02T16:09:26.000Z,Pro-Palestine mob organises coaches for 'million-strong' march to wreck Remembrance Day.Perhaps its time for Veterans to once more stand-up for our country...,https://pbs.twimg.com/card_img/1720021156059648000/z7umVmBV?format=jpg&name=small,False,645,1K,3.3K,105K
Post&amp;Comment,Pro Palestine,https://twitter.com/sarahslavin/status/1720134293144358955,Sarah SlavinReload,https://twitter.com/sarahslavin,2023-11-02T17:42:28.000Z,The Pro-Palestine crowd huh? This looks like a slow moving car cash between the Muslim Brotherhood and Western society. Are the truly clueless people here going to regret this? DON’T LOOK AWAY! #TheWestIsNext,,False,10,22,62,3.6K
Post&amp;Comment,Pro Palestine,https://twitter.com/netanyahuBDS/status/1720967455034769876,Mike KasemReload,https://twitter.com/netanyahuBDS,2023-11-05T00:53:09.000Z,Massive pro Palestine protest in San Francisco  today demanding #CeasefireForGazaNOW,,False,12,193,362,44K
Post&amp;Comment,Pro Palestine,https://twitter.com/stairwayto3dom/status/1721568002561175836,The SaviourReload,https://twitter.com/stairwayto3dom,2023-11-06T16:39:31.000Z,"Pro-Palestine activists are currently blocking the entrance to the port of Tacoma in Washington, where a US ship carrying weapons to Israel is docked",,False,34,377,657,19K
Post&amp;Comment,Pro Palestine,https://twitter.com/Hypernova42/status/1720136443589280115, Nova / Evelin  Read carrd byf! ,https://twitter.com/Hypernova42,2023-11-02T17:51:01.000Z,"For anyone who is still pro Israel / neutral on the genocide of Palestine ( )Imagine yourself in the comfort of your own home, surrounded by your loved ones. Imagine your house being one of the millions of targeted houses by your oppressors. Imagine getting bombed +",,False,1,3.3K,4.3K,79K
Post&amp;Comment,Pro Palestine,https://twitter.com/Cricket_analyze/status/1720748703936610778,King Khan Reload,https://twitter.com/Cricket_analyze,2023-11-04T10:23:55.000Z,"Former IDF soldier tears up when asked why he’s at a Pro-Palestine rally.""I am only person with Palestinian flag""“I just saw a Mafia run country.”#ısraelTerrorists#GazaGenocide #ابو_عبيدة #Genocide_in_Gaza #مستشفى_الشفاء #Gaza #السيد_حسن_نصرالله #Hezbollah #Palestine",,False,90,638,1K,98K
Post&amp;Comment,Pro Palestine,https://twitter.com/QueenDarbyy/status/1720962307969163382, Queen KaterinaReload,https://twitter.com/QueenDarbyy,2023-11-05T00:32:42.000Z,Thousands of pro-Palestine demonstrators turn out in DC to protest US support of Israel. This is not organic. Are you paying attention? #IStandWithIsrael,,False,121,122,235,17K
Post&amp;Comment,Pro Palestine,https://twitter.com/leslibless/status/1720990277035254053,ProudArmyBratReload,https://twitter.com/leslibless,2023-11-05T02:23:51.000Z,"Happening now in downtown Dem sewer Los Angeles - Another pro-Palestine, terrorist-loving protest.",,False,527,1.6K,2.6K,79K
Post&amp;Comment,Pro Palestine,https://twitter.com/slionshekh/status/1720852764685906415,Lion ShekhReload,https://twitter.com/slionshekh,2023-11-04T17:17:25.000Z,MASSIVE pro-Palestine march in BERLIN! #FreePalaestine #GazaGenocide #Terroristattack #Gaza_Genocide #CeasefireForGazaNOW #Gaza#Genocide_in_Gaza #Hezbollah#earthquake Islam #حزب_الله#GazaCallsPakArmy Mossad #Nasrallah #غزه_مقبرة_الغزاةAnd Allah Al Qur'aan Kiev…,,False,65,294,751,82K
Post&amp;Comment,Pro Palestine,https://twitter.com/Bob_cart124/status/1720873434710712389,Robert CarterArnaud César ViletteReload,https://twitter.com/Bob_cart124,2023-11-04T18:39:33.000Z,"Despite a vile ban on pro-Palestine protests in France, thousands have massed in support of Gaza in Paris.#France #Palestine",,False,29,708,1.3K,32K
Post&amp;Comment,Pro Palestine,https://twitter.com/BrexitDuck/status/1721886465570005162,BrexitDuck,https://twitter.com/BrexitDuck,2023-11-07T13:44:59.000Z,Why are Right wingers called hooligans but left wingers protesters? https://mol.im/a/12720035 via https://dailym.ai/android,https://pbs.twimg.com/card_img/1721849289968615424/-7E413qc?format=jpg&name=small,False,20,84,269,8.9K
Post&amp;Comment,Pro Palestine,https://twitter.com/Mooniter/status/1720927998344347838,MooniterReloadVahid Beheshti,https://twitter.com/Mooniter,2023-11-04T22:16:22.000Z,"An Iranian who joined the pro-Palestine protest was assaulted by the demonstrators after displaying a sign that said, ""Hamas is a terrorist” So are these people pro-Palestine or “pro-Hamas”?#IRGCterrorists#HamasTiesWithIRGC",,False,13,102,313,8.6K
Post&amp;Comment,Pro Palestine,https://twitter.com/bennyjohnson/status/1720958805939196035,Benny JohnsonReloadSteven Nelson,https://twitter.com/bennyjohnson,2023-11-05T00:18:47.000Z,More “FJB” chants outside of the White House from Pro-Palestine protesters,,False,408,652,2.2K,184K
Post&amp;Comment,Pro Palestine,https://twitter.com/clashreport/status/1721103537856262469,Clash ReportReload,https://twitter.com/clashreport,2023-11-05T09:53:54.000Z,"Massive pro-Palestine protest in Jakarta, Indonesia today.Thousands of people were at the National Monument on Sunday to express solidarity with the Palestinians.",,False,76,545,1.6K,111K
Post&amp;Comment,Pro Palestine,https://twitter.com/JoshFalconer5/status/1721216684109840642,Josh Falconer ,https://twitter.com/JoshFalconer5,2023-11-05T17:23:30.000Z,"It’s clear certain groups are weaponising Pro-Palestine marches to push their political agendas. Wes Streeting is the shadow heath secretary, and has constituents of many faiths to represent. It’s obvious, they’re shouting at a building trying to create more factionalism.",https://pbs.twimg.com/media/F-L9cjfWAAAlcxs?format=jpg&name=small,False,9,12,60,5.2K
Post&amp;Comment,Pro Palestine,https://twitter.com/GlobeEyeNews/status/1720151759501611160,Globe Eye NewsReloadابابیل,https://twitter.com/GlobeEyeNews,2023-11-02T18:51:52.000Z,𝗝𝗨𝗦𝗧 𝗜𝗡: A Massive Pro Palestinian protest held in Pakistan today.#GazaGenocide #Palestine #Israel  #Pakistan #Hezbollah #Gaza #حزب_الله,,False,93,610,1.4K,148K
